Label	英文	音標	中譯	例句	翻譯	相關影片	mark_start	mark_end	syllables	main_cefr_label
senior6000-L1P14	error	/ˋɛrɚ/	(n.) 錯誤；差錯	There was a small error in my calculations.	我的計算中有一點小錯誤。		5	5	er·ror	B2
senior6000-L1P14	even	/ˋivən/	(adv./adj./v.) 甚至；即使	It was so hot that even the ice cream melted.	天氣熱到連冰淇淋都融化了。		6	6		A2
senior6000-L1P14	evening	/ˋivnɪŋ/	(n.) 傍晚；晚上	We'll have dinner together this evening.	我們今晚要一起吃晚餐。		6	6	eve·ning	A1
senior6000-L1P14	ever	/ˋɛvɚ/	(adv.) 曾經；究竟	Have you ever visited Taipei 101?	你曾經去過台北101嗎？		3	3	ev·er	A2
senior6000-L1P14	every	/ˋɛvrɪ/	(adj.) 每個；每一	Every student must complete their homework.	每個學生都必須完成他們的家庭作業。		1	1	ev·ery	A1
senior6000-L1P14	everyone/everybody	/ˋɛvrɪ͵wʌn/ ; /ˋɛvrɪ͵bɑdɪ/	(pron.) 每個人	Everyone loves a good story.	每個人都喜歡好故事。		1	1		
senior6000-L1P14	everything	/ˋɛvrɪ͵θɪŋ/	(pron.) 每件事物；一切	She packed everything she needed for the trip.	她打包了旅行所需的一切東西。		3	3	ev·ery·thing	A2
senior6000-L1P14	example	/ɪgˋzæmp!/	(n.) 例子；榜樣	Can you give me an example of what you mean?	你能給我一個你所說的意思的例子嗎？		6	6	ex·am·ple	A1
senior6000-L1P14	excellent	/ˋɛks!ənt/	(adj.) 優秀的；傑出的	Your presentation was excellent; well done!	你的報告很棒；做得好！		4	4	ex·cel·lent	A2
senior6000-L1P14	except	/ɪkˋsɛpt/	(prep./conj.) 除了…之外	Everyone came to the party except for Tom.	除了湯姆，所有人都來參加派對了。		6	6	ex·cept	A2
senior6000-L1P14	excited	/ɪkˋsaɪtɪd/	(adj.) 感到興奮的；激動的	The children were excited about going to the zoo.	孩子們對於要去動物園感到很興奮。		4	4	ex·cit·ed	A1
senior6000-L1P14	exciting	/ɪkˋsaɪtɪŋ/	(adj.) 令人興奮的；刺激的	The roller coaster ride was so exciting!	搭乘雲霄飛車真是太刺激了！		7	7	ex·cit·ing	A1
senior6000-L1P15	exercise	/ˋɛksɚ͵saɪz/	(n./v.) 運動；練習；習題	Regular exercise is important for your health.	定期運動對你的健康很重要。		2	2	ex·er·cise	A2
senior6000-L1P15	expect	/ɪkˋspɛkt/	(v.) 預期；期待；要求	I expect you to be on time tomorrow.	我期望你明天準時。		2	2	ex·pect	B1
senior6000-L1P15	expensive	/ɪkˋspɛnsɪv/	(adj.) 昂貴的	That new smartphone is too expensive for me.	那支新手機對我來說太貴了。		6	6	ex·pen·sive	A1
senior6000-L1P15	experience	/ɪkˋspɪrɪəns/	(n./v.) 經驗；經歷	I learned a lot from my first work experience.	我從我的第一份工作經驗中學到了很多。		9	9	ex·pe·ri·ence	B1
senior6000-L1P15	explain	/ɪkˋsplen/	(v.) 解釋；說明	Can you explain this math problem to me?	你能向我解釋這道數學題嗎？		3	3	ex·plain	A2
senior6000-L1P15	eye	/aɪ/	(n.) 眼睛	She has beautiful big eyes.	她有一雙美麗的大眼睛。		5	5		A1
senior6000-L1P15	face	/fes/	(n./v.) 臉；面子；表面	Wash your face before you go to bed.	你上床睡覺前要洗臉。		3	3		A1
senior6000-L1P15	fact	/fækt/	(n.) 事實；真相	It's a fact that the Earth goes around the Sun.	地球繞著太陽轉是個事實。		3	3		A2
senior6000-L1P15	factory	/ˋfæktərɪ/	(n.) 工廠	My uncle works in a car factory.	我叔叔在一家汽車工廠工作。		7	7	fac·to·ry	A1
senior6000-L1P15	fail	/fel/	(v./n.) 失敗；不及格	Don't be afraid to fail; learn from your mistakes.	不要害怕失敗；從錯誤中學習。		5	5		A2
senior6000-L1P15	fall	/fɔl/	(n./v.) 秋天 (美式)；跌倒；落下	Be careful not to fall on the icy ground.	小心不要在結冰的地面上跌倒。		5	5		A2
senior6000-L1P15	family	/ˋfæməlɪ/	(n.) 家庭；家人	My family always eats dinner together.	我的家人總是會一起吃晚餐。		2	2	fam·i·ly	A1
senior6000-L1P15	famous	/ˋfeməs/	(adj.) 有名的；著名的	This restaurant is famous for its delicious soup.	這家餐廳以其美味的湯聞名。		4	4	fa·mous	A1
senior6000-L1P15	fan	/fæn/	(n./v.) 風扇；扇子；迷；粉絲	I am a big fan of this band.	我是這個樂團的忠實粉絲。		5	5		A2
senior6000-L1P15	far	/far/	(adv./adj.) 遠；遙遠地	Is the supermarket far from here?	超市離這裡遠嗎？		4	4		A2
senior6000-L1P15	farm	/fɑrm/	(n./v.) 農場；農田	We visited a dairy farm last summer.	去年夏天我們參觀了一個酪農場。		5	5		A1
senior6000-L1P15	farmer	/ˋfɑrmɚ/	(n.) 農夫	The farmer works hard every day.	這位農夫每天都辛勤工作。		2	2	farm·er	A2
senior6000-L1P15	fast	/fæst/	(adv./adj.) 快地；迅速地	The cheetah can run very fast.	獵豹跑得非常快。		6	6		A1
senior6000-L1P15	fat	/fæt/	(n./adj.) 脂肪；肥肉	Eating too much fat is unhealthy.	吃太多脂肪不健康。		4	4		A1
senior6000-L1P15	father	/ˋfaðɚ/	(n.) 父親	My father often takes me fishing on weekends.	我爸爸週末常帶我去釣魚。		2	2	fa·ther	A1
senior6000-L1P16	feed	/fid/	(v./n.) 餵食；飼養	Don't forget to feed the cat before you leave.	你離開前別忘了餵貓。		4	4		B1
senior6000-L1P16	feel	/fil/	(v./n.) 感覺；覺得；觸摸	I feel much better after taking the medicine.	我吃了藥之後感覺好多了。		2	2		A1
senior6000-L1P16	festival	/ˋfɛstəv!/	(n.) 節日；慶典	Many people celebrate the Lunar New Year festival with their families.	許多人與家人一起慶祝農曆新年這個節日。		8	8	fes·ti·val	B1
senior6000-L1P16	few	/fju/	(adj./pron.) 少數的；一些 (與可數名詞連用)	Only a few students passed the difficult math test.	只有少數學生通過了那個困難的數學考試。		3	3		A2
senior6000-L1P16	fight	/faɪt/	(v./n.) 打架；奮鬥；爭吵	The two brothers often fight over small things.	這兩兄弟常為小事吵架。		5	5		B1
senior6000-L1P16	file	/faɪl/	(n./v.) 檔案；文件夾	Remember to save your work in a new file.	記得把你的作品存成一個新檔案。		9	9	fi·lé	A2
senior6000-L1P16	fill	/fɪl/	(v./n.) 填滿；裝滿	Please fill this bottle with water.	請把這個瓶子裝滿水。		2	2		A2
senior6000-L1P16	finally	/ˋfaɪn!ɪ/	(adv.) 最後；終於	After hours of searching, he finally found his lost keys.	經過數小時的尋找，他終於找到了他遺失的鑰匙。		6	6	fi·nal·ly	A2
senior6000-L1P16	find	/faɪnd/	(v./n.) 找到；發現	Did you find your wallet yet?	你找到你的錢包了嗎？		3	3		A1
senior6000-L1P16	fine	/faɪn/	(adj./adv./v./n.) 好的；晴朗的；健康的；細微的	I'm fine, thanks for asking. The weather is also fine today.	我很好，謝謝你的關心。今天天氣也很好。		2	2	fi·ne	A1
senior6000-L1P16	finger	/ˋfɪŋgɚ/	(n./v.) 手指	She pointed her finger at the bird in the tree.	她用手指著樹上的鳥。		4	4	fin·ger	A2
senior6000-L1P16	finish	/ˋfɪnɪʃ/	(v./n.) 完成；結束	I need to finish my homework before I can play.	我需要在我玩之前完成我的功課。		4	4	fin·ish	A1
senior6000-L1P16	fire	/faɪr/	(n./v.) 火；火災	Be careful with fire; it can be very dangerous.	小心火；它可能非常危險。		4	4		A2
senior6000-L1P16	first	/fɝst/	(n./adv./adj.) 第一；首先	First, wash your hands, then you can eat dinner.	首先，洗你的手，然後你就可以吃晚餐了。		1	1		A1
senior6000-L1P16	fish	/fɪʃ/	(n./v.) 魚；魚肉 (單複數同形)	My dad caught a big fish yesterday. We had fish for dinner.	我爸爸昨天抓到一條大魚。我們晚餐吃了魚肉。		6	6		A1
senior6000-L1P16	floor	/flor/	(n./v.) 地板；樓層	The cat likes to sleep on the warm floor in the sun.	這隻貓喜歡睡在陽光下溫暖的地板上。		9	9		A1
senior6000-L1P16	flower	/ˋflaʊɚ/	(n./v.) 花	She received a bouquet of beautiful flowers for her birthday.	她生日時收到了一束美麗的花。		7	7	flow·er	A1
senior6000-L1P16	fly	/flaɪ/	(v./n.) 飛；搭飛機	Birds fly south for the winter. I want to fly to Japan next year.	鳥類冬天會飛往南方。我明年想搭飛機去日本。		2	2		A1
senior6000-L1P16	follow	/ˋfɑlo/	(v.) 跟隨；聽從；密切注意	Please follow the instructions carefully to avoid mistakes.	請仔細遵照指示以避免錯誤。		2	2	fol·low	A2
senior6000-L1P16	food	/fud/	(n.) 食物	We need some food for the picnic tomorrow.	我們明天野餐需要一些食物。		4	4		A1
senior6000-L1P17	fool	/ful/	(n./v.) 傻瓜；笨蛋	Don't be a fool; always study hard for your exams.	別當傻瓜；考試總要努力讀書。		4	4		B1
senior6000-L1P17	foot	/fʊt/	(n./v.) 腳 (單數)；英尺	My foot hurts because I walked too much today.	我的腳很痛，因為我今天走太多路了。		2	2		A1
senior6000-L1P17	for	/for/	(prep./conj.) 為了；給；達…(時間)；贊成	This present is for you, my dear friend.	這份禮物是給你的，我親愛的朋友。		4	4		A1
senior6000-L1P17	foreign	/ˋfɔrɪn/	(adj.) 外國的；陌生的	Learning a foreign language can open up new opportunities.	學習外語可以開啟新的機會。		3	3	for·eign	A2
senior6000-L1P17	foreigner	/ˋfɔrɪnɚ/	(n.) 外國人	Many foreigners visit Taiwan to enjoy its delicious food and beautiful scenery.	許多外國人造訪台灣，享受美食和美景。		2	2	for·eign·er	B1
senior6000-L1P17	forget	/fɚˋgɛt/	(v.) 忘記	Don't forget to turn off the lights before you leave.	離開前別忘了關燈。		2	2	for·get	A1
senior6000-L1P17	fork	/fɔrk/	(n.) 叉子	Please use a fork to eat your spaghetti.	請用叉子吃你的義大利麵。		4	4		A2
senior6000-L1P17	free	/fri/	(adj./v./adv.) 自由的；免費的；空閒的	Entry to the museum is free on Tuesdays.	博物館在週二免費入場。		6	6		A2
senior6000-L1P17	fresh	/frɛʃ/	(adj.) 新鮮的；清新的	I love the smell of fresh bread in the morning.	我喜歡早上新鮮麵包的味道。		6	6		A2
senior6000-L1P17	friend	/frɛnd/	(n.) 朋友	My best friend and I often hang out on weekends.	我最好的朋友和我經常在週末出去玩。		3	3		A1
senior6000-L1P17	friendly	/ˋfrɛndlɪ/	(adj.) 友善的；親切的	Our new neighbor is very friendly and always says hello.	我們的新鄰居非常友善，總是打招呼。		6	6	friend·ly	A2
senior6000-L1P17	frog	/frɑg/	(n.) 青蛙	I saw a small green frog jumping by the pond.	我看到一隻小小的綠色青蛙在池塘邊跳躍。		6	6		B1
senior6000-L1P17	from	/frʌm/	(prep.) 從…；來自…	I received a lovely postcard from my aunt in Japan.	我收到一張來自日本阿姨的可愛明信片。		6	6		A1
senior6000-L1P17	front	/frʌnt/	(adj./n.) 前面的；正面的	The teacher asked us to sit in the front row.	老師要求我們坐在前排。		9	9		A2
senior6000-L1P17	fruit	/frut/	(n.) 水果 (集合名詞)	Eating fresh fruit every day is good for your health.	每天吃新鮮水果對你的健康有益。		3	3		A1
senior6000-L1P17	full	/fʊl/	(adj.) 滿的；飽的	After dinner, I felt very full and satisfied.	晚餐後，我感到非常飽足和滿意。		6	6		A2
senior6000-L1P17	fun	/fʌn/	(n.) 樂趣；娛樂 (不可數)	We had a lot of fun playing board games last night.	昨晚我們玩桌遊玩得很開心。		6	6		A1
senior6000-L1P17	funny	/ˋfʌnɪ/	(adj.) 好笑的；有趣的；古怪的	The comedian told a very funny joke that made everyone laugh.	那位喜劇演員講了一個很好笑的笑話，逗得大家哈哈大笑。		6	6	fun·ny	A1
senior6000-L1P17	future	/ˋfjutʃɚ/	(n./adj.) 未來；將來	What do you want to be in the future?	你未來想做什麼？		9	9	fu·ture	A2
senior6000-L1P17	game	/gem/	(n.) 遊戲；比賽	We played a fun board game last night.	我們昨晚玩了一個有趣的桌遊。		6	6		A1
senior6000-L1P18	garden	/ˋgɑrdn/	(n./v.) 花園；庭院	My grandmother enjoys growing roses in her beautiful garden.	我奶奶喜歡在她美麗的花園裡種玫瑰。		9	9	gar·den	A1
senior6000-L1P18	gate	/get/	(n.) 大門；登機門	Please close the gate when you leave the house.	你離開家時請關上大門。		4	4		A2
senior6000-L1P18	get	/gɛt/	(v.) 得到；收到；變成；到達	Did you get my email yesterday?	你昨天收到我的電子郵件了嗎？		3	3		A1
senior6000-L1P18	ghost	/gost/	(n.) 鬼；鬼魂	Some people believe in ghosts, especially around Halloween.	有些人相信鬼魂，特別是在萬聖節前後。		5	5		B1
senior6000-L1P18	giant	/ˋdʒaɪənt/	(adj./n.) 巨大的；龐大的	The little boy was amazed by the giant dinosaur exhibit at the museum.	小男孩對博物館裡巨大的恐龍展覽感到驚訝。		8	8	gi·ant	B1
senior6000-L1P18	gift	/gɪft/	(n.) 禮物；天賦	She received a beautiful gift for her birthday.	她生日收到一份漂亮的禮物。		5	5		A2
senior6000-L1P18	girl	/gɝl/	(n.) 女孩	The little girl was holding her mother's hand tightly.	小女孩緊緊牽著她媽媽的手。		3	3		A1
senior6000-L1P18	give	/gɪv/	(v.) 給；給予	Can you please give me a hand with this box?	你可以幫我一下這個箱子嗎？		4	4		A1
senior6000-L1P18	glad	/glæd/	(adj.) 高興的；樂意的	I'm so glad to hear you got the job!	我很高興聽到你找到工作了！		3	3		A2
senior6000-L1P18	glass	/glæs/	(n.) 玻璃；玻璃杯；(複數)眼鏡	Be careful not to drop that glass of water.	小心別打翻那杯水。		7	7		A1
senior6000-L1P18	glasses	/ˋglæsɪz/	(n.) 眼鏡 (恆用複數)	My grandfather needs his reading glasses to read the newspaper.	我祖父需要他的老花眼鏡才能看報紙。		6	6		A1
senior6000-L1P18	glove(s)	/glʌv/ ; /glʌvz/	(n.) 手套	It's cold outside, so don't forget your gloves.	外面很冷，所以別忘了你的手套。		8	8		A2
senior6000-L1P18	go	/go/	(v./n.) 去；走；進行	Let's go to the park this afternoon.	我們今天下午去公園吧。		2	2		A1
senior6000-L1P18	god/goddess	/gɑd/ ; /ˋgɑdɪs/	(n.) 神/女神	In ancient Greece, Zeus was considered the king of the gods.	在古希臘，宙斯被認為是眾神之王。		11	11		
senior6000-L1P18	good	/gʊd/	(adj./adv./n.) 好的；善良的；擅長的	He's a really good student and always finishes his homework.	他是個很好的學生，總是完成作業。		4	4		A1
senior6000-L1P18	goodbye	/͵gʊdˋbaɪ/	(n.) 再見	We said our goodbyes and promised to meet again soon.	我們說了再見，並承諾很快會再見面。		4	4	good·bye	A1
senior6000-L1P18	grade	/gred/	(n./v.) 年級；成績；等級	My sister is in the fifth grade this year.	我妹妹今年讀五年級。		7	7		A2
senior6000-L1P18	grandfather	/ˋgrænd͵fɑðɚ/	(n.) 祖父；外祖父	My grandfather loves to tell us stories about his youth.	我祖父喜歡給我們講他年輕時的故事。		2	2	grand·fa·ther	A2
senior6000-L1P18	grandmother	/ˋgrænd͵mʌðɚ/	(n.) 祖母；外祖母	My grandmother bakes the best cookies in the world.	我奶奶烤的餅乾是全世界最好吃的。		2	2	grand·moth·er	A2
senior6000-L1P18	grass	/græs/	(n.) 草；草地	The little kitten was playing happily in the tall green grass.	這隻小貓咪正在高高的綠草地上開心地玩耍。		11	11		A1
senior6000-L1P19	gray	/gre/	(adj./n./v.) 灰色的	The sky turned gray, signaling that it might rain soon.	天空變成灰色，預示著可能很快會下雨。		4	4		
senior6000-L1P19	great	/gret/	(adj./n.) 很棒的；偉大的；大量的	We had a great time at the concert last night.	我們昨晚在演唱會玩得很開心。		4	4		A1
senior6000-L1P19	green	/grin/	(adj./n./v.) 綠色的；環保的	Many people are trying to live a more green lifestyle to protect the environment.	許多人正努力過著更環保的生活方式來保護環境。		9	9		A1
senior6000-L1P19	ground	/graʊnd/	(n./v.) 地面；土地；場地	She dropped her keys, and they fell to the ground with a clatter.	她掉了鑰匙，鑰匙叮噹一聲掉落在地上。		10	10		B1
senior6000-L1P19	group	/grup/	(n./v.) 團體；組；群	Our study group meets every Tuesday to review our lessons.	我們的讀書小組每週二開會複習課程。		3	3		A1
senior6000-L1P19	grow	/gro/	(v.) 生長；種植；成長	Plants need sunlight and water to grow strong and healthy.	植物需要陽光和水才能茁壯成長。		7	7		A2
senior6000-L1P19	guess	/gɛs/	(v./n.) 猜測；認為	I can only guess how many candies are in this jar.	我只能猜猜這個罐子裡有多少顆糖果。		4	4		A2
senior6000-L1P19	guitar	/gɪˋtɑr/	(n.) 吉他	He plays the guitar really well and often performs at school events.	他吉他彈得非常好，經常在學校活動中表演。		4	4	gui·tar	A1
senior6000-L1P19	guy	/gaɪ/	(n.) 傢伙；人 (常用於指男性，口語)	That guy over there is my older brother.	那邊那個傢伙是我哥哥。		2	2		A2
senior6000-L1P19	habit	/ˋhæbɪt/	(n.) 習慣	Drinking water first thing in the morning is a good habit.	早上起床第一件事就喝水是個好習慣。		11	11	hab·it	B1
senior6000-L1P19	hair	/hɛr/	(n.) 頭髮；毛髮	She has long, dark hair that reaches her waist.	她有著及腰的長長黑髮。		5	5		A1
senior6000-L1P19	half	/hæf/	(n./adv./adj.) 一半	I ate half of the pizza and saved the rest for later.	我吃了一半的披薩，剩下的留著以後吃。		3	3		A1
senior6000-L1P19	ham	/hæm/	(n.) 火腿	For breakfast, I usually have a ham and cheese sandwich.	早餐我通常吃火腿起司三明治。		7	7		A2
senior6000-L1P19	hand	/hænd/	(n./v.) 手	He raised his hand to ask a question during the lecture.	他在演講中舉手提問。		4	4		A1
senior6000-L1P19	hang	/hæŋ/	(v.) 懸掛；吊	We need to hang these new curtains in the living room.	我們需要在客廳掛上這些新窗簾。		4	4		B1
senior6000-L1P19	happen	/ˋhæpən/	(v.) 發生	Nobody expected such an unfortunate accident to happen.	沒有人預料到會發生這樣不幸的意外。		8	8	hap·pen	A2
senior6000-L1P19	happy	/ˋhæpɪ/	(adj.) 快樂的；高興的	Seeing her family so happy made her day complete.	看到家人如此快樂讓她的一天變得圓滿。		5	5	hap·py	A1
senior6000-L1P19	hard	/hɑrd/	(adj./adv.) 困難的；硬的；努力的	Learning a new language can be hard, but it's very rewarding.	學習一門新語言可能很困難，但非常有益。		7	7		A1
senior6000-L1P19	hat	/hæt/	(n.) 帽子 (通常指有邊的)	She wore a wide-brimmed hat to protect her face from the sun.	她戴了一頂寬邊帽來保護她的臉不被太陽曬到。		5	5		A1
senior6000-L1P19	hate	/het/	(v./n.) 憎恨；討厭	Many students hate math, but I find it fascinating.	許多學生討厭數學，但我卻覺得它很引人入勝。		3	3		A2
senior6000-L1P20	have	/hæv/	(aux./v.) (構成完成式的助動詞)	I have already finished my homework, so I can relax now.	我已經寫完作業了，所以我現在可以放鬆了。		2	2		A1
senior6000-L1P20	he (him; his; himself)	/hi/ ; /hɪm/ ; /hɪz/ ; /hɪmˋsɛlf/	(pron.) 他	He always helps his friends, so everyone likes him.	他總是幫助他的朋友，所以大家都喜歡他。		1	1	he (him; his; himself)	
senior6000-L1P20	head	/hɛd/	(n./v.) 頭；首長；前端	He wore a cap to protect his head from the sun.	他戴了帽子以保護他的頭免受陽光照射。		8	8		A1
senior6000-L1P20	headache	/ˋhɛd͵ek/	(n.) 頭痛	I can't concentrate because I have a terrible headache.	我無法專心，因為我頭痛得很厲害。		9	9	head·ache	A2
senior6000-L1P20	health	/hɛlθ/	(n.) 健康	Eating vegetables and exercising regularly are good for your health.	多吃蔬菜和規律運動對你的健康有益。		10	10		A2
senior6000-L1P20	healthy	/ˋhɛlθɪ/	(adj.) 健康的	Eating healthy food helps you stay strong and active.	吃健康的食物能幫助你保持強壯和活力。		2	2		A2
senior6000-L1P20	hear	/hɪr/	(v.) 聽見	I could hear music playing from the next room.	我能聽見隔壁房間傳來的音樂聲。		3	3		A1
senior6000-L1P20	heart	/hɑrt/	(n.) 心臟；內心	The doctor told him his heart was strong and healthy.	醫生告訴他，他的心臟強壯又健康。		6	6		A2
senior6000-L1P20	heat	/hit/	(n./v.) 熱；熱度；激烈	The summer heat makes it hard to sleep at night.	夏日的熱氣使人晚上難以入睡。		3	3		A2
senior6000-L1P20	heavy	/ˋhɛvɪ/	(adj.) 重的；大量的；濃密的	The box was too heavy for me to lift alone.	這個箱子太重了，我一個人搬不動。		5	5		A2
senior6000-L1P20	height	/haɪt/	(n.) 高度；身高	He tried to reach the book on the top shelf, but it was at a great height.	他試圖去拿書架頂部的書，但那高度太高了。		17	17		B1
senior6000-L1P20	hello	/həˋlo/	(n.) 哈囉；喂 (用於問候或引起注意)	She waved her hand and said "Hello!" to her friend.	她揮手並對她的朋友說了聲「哈囉！」		7	7	hel·lo	A1
senior6000-L1P20	help	/hɛlp/	(v./n.) 幫助；幫忙	Can you help me carry these groceries into the house?	你能幫我把這些雜貨搬進屋裡嗎？		3	3		A1
senior6000-L1P20	helpful	/ˋhɛlpfəl/	(adj.) 有幫助的；樂於助人的	The teacher's advice was very helpful for my essay.	老師的建議對我的作文很有幫助。		6	6	help·ful	B1
senior6000-L1P20	hen	/hɛn/	(n.) 母雞	The hen laid a fresh egg in the nesting box.	那隻母雞在巢箱裡下了一顆新鮮的蛋。		2	2		
senior6000-L1P20	here	/hɪr/	(adv./n.) 在這裡；到這裡	Please come here and sit next to me.	請過來這裡，坐在我旁邊。		3	3		A1
senior6000-L1P20	hide	/haɪd/	(v.) 躲藏；隱藏	The children love to play hide-and-seek in the park.	孩子們喜歡在公園玩捉迷藏。		6	6		B1
senior6000-L1P20	high	/haɪ/	(adj./adv./n.) 高的	The bird built its nest high in the tree.	那隻鳥把巢築在高高的樹上。		6	6		A2
senior6000-L1P20	hill	/hɪl/	(n.) 小山丘	We enjoyed a picnic on top of the green hill.	我們在綠色的小山丘頂上享受野餐。		10	10		A2
senior6000-L1P20	history	/ˋhɪstərɪ/	(n.) 歷史	My brother loves reading about ancient Roman history.	我哥哥喜歡讀古羅馬歷史。		8	8	his·to·ry	A2
senior6000-L1P21	hit	/hɪt/	(v./n.) 打；擊中；碰撞	The baseball player hit the ball out of the park.	那位棒球選手把球擊出了場外。		4	4		A2
senior6000-L1P21	hobby	/ˋhɑbɪ/	(n.) 嗜好	My favorite hobby is playing the guitar with my friends.	我最喜歡的嗜好是和朋友一起彈吉他。		3	3	hob·by	A2
senior6000-L1P21	hold	/hold/	(v./n.) 拿著；握住；舉行；保持	Please hold this bag for me while I open the door.	當我開門時，請幫我拿一下這個袋子。		2	2		A2
senior6000-L1P21	holiday	/ˋhɑlə͵de/	(n.) 假日；假期	We always visit our grandparents during the Lunar New Year holiday.	我們總是在農曆新年假期期間探望爺爺奶奶。		11	11	hol·i·day	A1
senior6000-L1P21	home	/hom/	(n./adv./v./adj.) 家；住所	After a long trip, there's no place like home.	長途旅行後，沒有比家更好的地方了。		9	9		A1
senior6000-L1P21	homework	/ˋhom͵wɝk/	(n.) 家庭作業	Don't forget to finish your math homework tonight.	別忘了今晚完成你的數學作業。		7	7	home·work	A1
senior6000-L1P21	honest	/ˋɑnɪst/	(adj.) 誠實的；正直的	To be honest, I don't really like that movie.	老實說，我不太喜歡那部電影。		3	3	hon·est	B1
senior6000-L1P21	honey	/ˋhʌnɪ/	(n.) 蜂蜜；(稱呼)親愛的人	Bees collect nectar to make honey.	蜜蜂採集花蜜來製作蜂蜜。		6	6	hon·ey	A2
senior6000-L1P21	hope	/hop/	(v./n.) 希望；盼望	I hope you have a wonderful day!	我希望你有美好的一天！		2	2		A2
senior6000-L1P21	horse	/hɔrs/	(n.) 馬	The horse ran fast across the field.	那匹馬快速地跑過田野。		2	2		A1
senior6000-L1P21	hospital	/ˋhɑspɪt!/	(n.) 醫院	My grandmother is recovering in the hospital after her surgery.	我奶奶手術後正在醫院康復。		7	7	hos·pi·tal	A1
senior6000-L1P21	hot	/hɑt/	(adj.) 熱的；辣的；熱門的	It's too hot today; let's go swimming.	今天太熱了；我們去游泳吧。		3	3		A1
senior6000-L1P21	hotel	/hoˋtɛl/	(n.) 旅館；飯店	We stayed in a beautiful hotel by the beach.	我們住在海邊一間漂亮的飯店。		6	6	ho·tel	A1
senior6000-L1P21	hour	/aʊr/	(n.) 小時	The meeting lasted for three hours this morning.	會議今天早上持續了三個小時。		6	6		A1
senior6000-L1P21	house	/haʊs/	(n./v.) 房子；住宅	They live in a big house with a lovely garden.	他們住在一棟有可愛花園的大房子裡。		6	6		A1
senior6000-L1P21	housewife	/ˋhaʊs͵waɪf/	(n.) 家庭主婦	My aunt is a housewife and takes care of her two children.	我阿姨是個家庭主婦，照顧她的兩個孩子。		5	5	house·wife	A2
senior6000-L1P21	how	/haʊ/	(adv.) 如何；怎麼樣；多麼	How do you usually get to school?	你通常怎麼去學校？		1	1		A1
senior6000-L1P21	however	/haʊˋɛvɚ/	(adv.) 然而；不過	It was raining heavily; however, they decided to go for a walk.	雨下得很大；然而，他們還是決定去散步。		5	5	how·ev·er	A2
senior6000-L1P21	hundred	/ˋhʌndrəd/	(n./adj.) 百	There are one hundred students in my English class.	我的英文班有一百名學生。		4	4	hun·dred	A2
senior6000-L1P21	hungry	/ˋhʌŋgrɪ/	(adj.) 飢餓的	I'm really hungry; let's get some food.	我真的很餓；我們去弄點食物吧。		3	3	hun·gry	A1
senior6000-L1P22	hurt	/hɝt/	(v./n.) 使受傷；弄痛；傷害(感情)	Did you hurt your knee when you fell?	你跌倒的時候有沒有弄傷膝蓋？		3	3		A2
senior6000-L1P22	husband	/ˋhʌzbənd/	(n.) 丈夫	Her husband often cooks dinner for the family.	她的丈夫經常為家人煮晚餐。		2	2	hus·band	A1
senior6000-L1P22	I (me; my; mine; myself)	/aɪ/ ; /mi/ ; /maɪ/ ; /maɪn/ ; /maɪˋsɛlf/	(pron.) 我	I forgot my umbrella, so I got wet.	我忘了帶傘，所以弄濕了。		1	1	I (me; my; mine; myself)	C2
senior6000-L1P22	ice	/aɪs/	(n.) 冰	Would you like some ice in your drink?	你的飲料裡要加點冰嗎？		5	5		A2
senior6000-L1P22	idea	/aɪˋdiə/	(n.) 想法；主意；概念	That's a great idea! Let's do it.	那真是個好主意！我們做吧。		4	4		A2
senior6000-L1P22	if	/ɪf/	(conj.) 如果；是否	If it rains, we'll stay home.	如果下雨，我們就待在家裡。		1	1		A2
senior6000-L1P22	important	/ɪmˋportənt/	(adj.) 重要的	It's important to study hard for exams.	為了考試努力學習很重要。		2	2	im·por·tant	A1
senior6000-L1P22	in	/ɪn/	(prep./adv./adj.) 在…裡面；在…(時間、地方)	The cat is sleeping in its basket.	貓正在牠的籃子裡睡覺。		5	5		A1
senior6000-L1P22	inch	/ɪntʃ/	(n.) 英吋	Please move the chair an inch to the left.	請把椅子往左移動一英吋。		6	6		B1
senior6000-L1P22	insect	/ˋɪnsɛkt/	(n.) 昆蟲	I saw a strange insect crawling on the wall.	我看到一隻奇怪的昆蟲在牆上爬行。		5	5	in·sect	A2
senior6000-L1P22	inside	/ˋɪnˋsaɪd/	(prep./adv./n./adj.) 在…裡面	It's raining, so let's play inside.	下雨了，所以我們在裡面玩吧。		6	6	in·side	A1
senior6000-L1P22	interest	/ˋɪntərɪst/	(n./v.) 興趣；利益；利息	Reading is one of my main interests.	閱讀是我的主要興趣之一。		7	7	in·ter·est	B1
senior6000-L1P22	interested	/ˋɪntərɪstɪd/	(adj.) 感興趣的	Are you interested in playing sports?	你對運動感興趣嗎？		3	3	in·ter·est·ed	A2
senior6000-L1P22	interesting	/ˋɪntərɪstɪŋ/	(adj.) 有趣的；令人感興趣的	That movie was really interesting; I enjoyed it.	那部電影真的很有趣；我很喜歡。		5	5	in·ter·est·ing	A1
senior6000-L1P22	interview	/ˋɪntɚ͵vju/	(n./v.) 面試；訪談	I have a job interview next week.	我下週有一個工作面試。		5	5	in·ter·view	B1
